	title	category
4433	Após cortar subsídios para luz, Macri planeja reajustar conta de gás	world
4434	Itália enviará missão de negócios ao Brasil após impeachment, diz premiê	world
4435	Estrelas de Hollywood viram porta-vozes de causas ambientais	world
4436	Europa deve fazer frente a Moscou, diz governo lituano	world
4437	Exaustão do multilateralismo incentiva protecionismo	world
4438	Congressistas pedem que Trump amplie sanções contra Venezuela	world
4439	Bélgica prende 10º acusado de atuar em atentados de Paris	world
4440	Rival desperta interesse em reduto de Hillary na negra Carolina do Sul	world
4441	Homem é preso após disparar e lançar granada em palácio do governo turco	world
4442	Alemanha diz que retomar relação com Irã levará tempo; veja outras reações	world
4443	Trump assina decreto que desfaz política ambiental de Obama	world
4444	Plataforma de Ted Cruz está à direita de Donald Trump	world
4445	Médicos Sem Fronteiras anunciam programa de resgate no Mediterrâneo	world
4446	Com US$ 3,7 bi, Donald Trump é mais rico que todos antecessores juntos	world
4447	Morre o ex-presidente turco Kenan Evren, líder do golpe de 1980	world
4448	Deve-se 'limpar' Aleppo para liberar a Síria, diz ditador Assad	world
4449	Partido de oposição turco apelará à corte europeia contra plebiscito	world
4450	Uso da bomba nuclear pela Coreia do Norte é possível, diz especialista	world
4451	França eleva segurança de locais sensíveis para evitar novo ataque	world
4452	Projeto de lei italiano propõe prender pais que imponham dieta vegana aos filhos	world
4453	Câmara dos EUA aprova projeto que dificulta entrada de refugiados sírios	world
4454	Ex-recrutador da Al Qaeda se transformou em voz contra o terror	world
4455	Sequência de ataques quase diários semeia ansiedade na Europa ocidental	world
4456	Após resolução contra assentamentos, Netanyahu avaliará relações com ONU	world
4457	Governo Trump desiste de briga na Justiça por decreto anti-imigração	world
4458	Trump dá apoio à libertação do opositor venezuelano Leopoldo López	world
4459	Irã diz ter executado cientista nuclear envolvido em espionagem nos EUA	world
4460	Ataques aéreos do regime sírio deixam ao menos 71 civis mortos em Aleppo	world
4461	Coreia do Norte testa motor para lançar míssil capaz de atingir os EUA	world
4462	Ele queria matar os muçulmanos, diz testemunha de ataque em Londres	world
4463	Atirador de Québec é descrito como 'nerd solitário' e fã de Marine Le Pen	world
4464	"Dilma diz à UE que ""rechaça"" possíveis sanções à Venezuela"	world
4465	Mensagens contraditórias dos EUA complicam crise no golfo Pérsico	world
4466	Turquia e curdos chegam a acordo para deter enfrentamentos na Síria	world
4467	EUA e Cuba vão assinar acordo para retomada de voos em 16 de fevereiro	world
4468	EUA mataram reféns e americanos membros da Al Qaeda, diz Casa Branca	world
4469	Assassinato da deputada Jo Cox deve mudar o tom do debate sobre o 'Brexit'	world
4470	Reação vingativa pode levar a ideia de que Trump não pode governar	world
4471	Segundo furacão a atingir o Caribe, Maria é elevado à categoria máxima	world
4472	Peritos dizem ter 90% de certeza de que bomba derrubou avião no Egito	world
4473	Com campanha contra Venezuela, chefe da OEA volta à mira de Maduro	world
4474	Ataques na península do Sinai matam mais de 20 pessoas	world
4475	Venezuela chama Trump de racista e diz estar preparada para responder	world
4476	Buscando francês sumido após ataque em Londres, polícia acha corpo em rio	world
4477	Macri estuda entregar gestão de seu patrimônio quando tomar posse	world
4478	Deslizamento de lixo soterra casas e mata ao menos 19 no Sri Lanka	world
4479	Ataque a base militar da Índia na Caxemira deixa 17 soldados mortos	world
4480	Briga em centro de refugiados na Alemanha deixa seis feridos	world
4481	Policial que matou adolescente negro com 16 tiros foi alvo de 18 reclamações	world
4482	Campanha de Hillary procura biógrafo de Trump em preparação para debate	world
4483	Do heroísmo à penúria: protagonistas em protestos, crianças de rua de Caracas agora brigam por latas de lixo mais cheias	world
4484	Venezuela devolverá ex-preso de Guantánamo a Uruguai, diz mediador	world
4485	Governo colombiano e Farc chegam a novo texto do acordo de paz	world
4486	Homem faz disparos e se suicida perto do Capitólio, em Washington	world
4487	Ataques a centros de votação matam pelo menos sete na Nigéria	world
4488	Brasil se abstém na ONU sobre Irã e Síria	world
4489	EI degola jovens identificados como homossexuais no Iraque	world
4490	Suspeito dos ataques a Paris não vai se opor à extradição para França	world
4491	Governo turco pede ao Parlamento extensão do estado de emergência	world
4492	Secretário de Estado dos EUA faz visita histórica a memorial de Hiroshima	world
4493	Rei da Arábia Saudita não irá a encontro com Obama nesta semana	world
4494	'É muito grave unir bandidos com o Estado', diz ex-presidente colombiano	world
4495	Macri é internado em Buenos Aires após sofrer arritmia cardíaca	world
4496	Presidente de conselho eleitoral renuncia no Haiti	world
4497	Países bolivarianos reagem a cassação de Dilma Rousseff e condenam 'golpe'	world
4498	Jornalista que revelou caso Odebrecht no Peru vê chance contra corrupção	world
4499	Mesas de votação de referendo na Bolívia começam a ser fechadas	world
4500	"
		Mesmo com risco de expulsão, Rússia anuncia 387 atletas para a Rio-2016
		"	sports
4501	"
		Vice do COI diz que Olimpíada no Rio foi a mais difícil da história
		"	sports
4502	Palmeiras encara no Itaquerão o maior rival para não repetir 2009	sports
4503	Bayern de Munique vence em dia de homenagens para Ribéry	sports
4504	José Aldo sofre lesão na costela e luta com McGregor pode ser cancelada	sports
4505	Dilma Rousseff sanciona MP do Futebol	sports
4506	"
		Pesquisadora teme que torcedores brasileiros vaiem os rivais no pódio
		"	sports
4507	Chefe de ética da Fifa diz que trabalho continua após renúncia de Blatter	sports
4508	Corinthians não recebe cerca de R$ 10 milhões do patrocínio com a Caixa	sports
4509	Thiago Pereira será o porta-bandeira na abertura do Pan de Toronto	sports
4510	Jon Jones é flagrado em antidoping com cocaína e passará por reabilitação	sports
4511	Sem Gabriel, Palmeiras tem média de gols sofridos pior que a do Vasco	sports
4512	Bellucci vence outra e vai às quartas do ATP 250 de Genebra	sports
4513	Hoje na TV: Bayern, Chelsea e Real Madrid entram em campo	sports
4514	Garantia de R$ 57 milhões só será paga se Marin desrespeitar acordo	sports
4515	Com marca batida no Barça, Romário diz que Neymar vai superar até Pelé	sports
4516	Preso há mais de um mês, Marin será ouvido pela Justiça da Suíça na terça	sports
4517	Promotor descarta ligação de morte de palmeirense com violência no futebol	sports
4518	Piloto inglês da Indy morre em decorrência de acidente	sports
4519	"
		Comitê da Rio-2016 venderá ingressos da natação para lugares com visão obstruída
		"	sports
4520	Enciclopédia mapeia 1.797 atletas brasileiros que foram a Olimpíadas	sports
4521	Ex-Palmeiras, Gareca é apresentado como técnico da seleção do Peru	sports
4522	Abel Braga e Thiago Neves acertam com o Al-Jazira	sports
4523	Neymar e Coutinho são destaque em treino da seleção neste domingo	sports
4524	Chuva forte no Rio alaga gramado, e atrasa início de Vasco e Santos	sports
4525	'Nunca vi isso na minha vida', diz vizinho do novo estádio do Palmeiras	sports
4526	"
		Brasil conquista terceira medalha do tênis de mesa na Paraolimpíada
		"	sports
4527	Homenageado pelo clube, Rogério Ceni não jogará contra o Inter	sports
4528	Agente diz que Gatlin boicotará mídia britânica por críticas sobre doping	sports
4529	'A seleção brasileira tem uma responsabilidade social', afirma Tite	sports
4530	Platini diz que suspensão é uma fraude e promete recorrer; Uefa apoia francês	sports
4531	"
		Especialista em Estado Islâmico defende ação do governo contra o terrorismo
		"	sports
4532	Ex-time de Pelé, Cosmos negocia jogo com seleção cubana em Havana	sports
4533	Dunga tem pior desempenho com seleção em competições desde Leão	sports
4534	Cancelada, etapa da Indy em Brasília não terá substituta	sports
4535	Campeão, volante da Alemanha desiste de tentar lembrar da final da Copa	sports
4536	"
		'Jogos Olímpicos são tão importantes quanto um Grand Slam', diz Djokovic
		"	sports
4537	Bellucci vence e vai à semifinal do ATP de Quito	sports
4538	Mina marca outra vez, Palmeiras vence o Coritiba e mantém a liderança	sports
4539	"
		Bolt tem lesão na coxa e já faz tratamento na Alemanha, diz técnico
		"	sports
4540	Hoje na TV: PSG, Manchester City e Milan entram em campo	sports
4541	Palmeiras faz 1º jogo em novo horário do Brasileiro	sports
4542	Kipchoge vence maratona de Londres na despedida de Paula Radcliffe	sports
4543	Filipinho e Miguel dão sequência ao clã das famílias Toledo e Pupo no surfe	sports
4544	"
		Lucarelli e Lipe deixam jogo com dores e preocupam para a semifinal
		"	sports
4545	Hoje na TV: primeira rodada da Copa Davis de tênis	sports
4546	Bayern de Munique vence e chega à sétima vitória em sete jogos	sports
4547	"
		Luxury Renting for the Uber-Rich Olympic Visitors
		"	sports
4548	Uruguai quer ser sede da Copa de 2030 com Argentina, diz presidente	sports
4549	'Ficamos muito preocupados com a saída de jogadores', diz goleiro Cássio	sports
4550	Novak Djokovic contrata Andre Agassi como seu novo treinador	sports
4551	Jade Barbosa substitui revelação da ginástica e vai ao Pan de Toronto	sports
4552	Splitter tem boa atuação, mas Spurs perdem no recomeço da NBA	sports
4553	UFC eleva rigor antidoping após suspeitas sobre Anderson Silva	sports
4554	Com Vitor Bueno garçom e artilheiro, Santos bate Vitória e se mantém no G4	sports
4555	Espanhola Muguruza vence Venus Williams e é campeã de Wimbledon	sports
4556	Sem recorde mundial, campeão da Rio 2016 conquista Maratona de Berlim	sports
4557	Em clássico sem emoção, Palmeiras e Santos não saem do zero	sports
4558	Brasileiro renova contrato com a Sauber por mais uma temporada	sports
4559	Dirigente do São Paulo afirma que Muricy terá alta nesta segunda	sports
4560	Após cirurgia, Muricy diz que se prepara para ser dirigente	sports
4561	Escuta na Argentina levanta suspeitas sobre Corinthians x Boca de 2013	sports
4562	Com reservas e estreia de Deyverson, Palmeiras vence o Sport no Recife	sports
4563	Corinthians terá o Prudente na 2ª fase da Copa SP; São Paulo pega Atlético-PR	sports
4564	Após eliminação, Luis Fabiano diz que 'engoliu calado' declarações de Pato	sports
4565	"
		'Baixinhos' iniciam hoje busca pelo pódio nos 50 m livre da natação
		"	sports
4566	Jogos de Corinthians e Palmeiras não vão mudar de data, confirma CBF	sports
4567	Para colar nos líderes do Brasileiro, Corinthians muda ataque	sports
4568	São Paulo terá Luis Fabiano e retorno de 3 jogadores para clássico	sports
4569	Correria da Eslovênia massacrou o Brasil, diz capitão da seleção	sports
4570	Chapecoense dobra valor do patrocinador principal para 2017	sports
4571	Em caso inédito, STJD tira pontos do Santa Cruz por questões trabalhistas	sports
4572	CBF recua e autoriza Primeira Liga, mas classifica como 'torneio amistoso'	sports
4573	Pato diz que sofreu com beliscões de uruguaio na estreia da Libertadores	sports
4574	Douglas Costa estreia com gol, e Bayern goleia no campeonato alemão	sports
4575	Sem acordo, Odebrecht pede arbitragem para entregar Maracanã	sports
4576	"
		Jogos consolidam imagem do Brasil como país decorativo
		"	sports
4577	Garantido nas oitavas do Mundial de handebol, Brasil perde para Noruega	sports
4578	"
		Rússia acusa agência antidoping dos EUA de conspirar contra o país
		"	sports
4579	Santos leva gol no fim e perde depois de três vitórias consecutivas	sports
4580	Leicester e Manchester City empatam, e Arsenal vira o ano na ponta do Inglês	sports
4581	Felipão comemora título da Euro e elogia técnico português	sports
4582	Corinthians decidirá em casa, e São Paulo fora na 3ª fase da Copa do Brasil	sports
4583	Sem plateia, seleção deixa hotel em Concepción rumo ao Brasil	sports
4584	Ex-número 1 do tênis sugere boicote feminino a Indian Wells	sports
4585	Chelsea suspende três torcedores por racismo; Uefa não punirá clube	sports
4586	Americana Sloane Stephens é campeã do Aberto dos EUA	sports
4587	Com zagueiro pivô de polêmica, São Paulo anuncia lista para Copa SP	sports
4588	"
		Zé Roberto cogita Mari Paraíba como líbero reserva
		"	sports
4589	Após dois dias desaparecido, corpo de canoísta da seleção é encontrado	sports
4590	"
		Robert Scheidt desafia juventude por outro ouro olímpico na vela
		"	sports
4591	Oswaldo teme 'Beatlemania' com Gabriel Jesus e discute com torcedor	sports
4592	Clodoaldo assume cargo de consultor de futebol no Santos	sports
4593	Após cochilo em amistoso, Osorio é apresentado na seleção mexicana	sports
4594	Bauza diz que Calleri não deve ser titular na quarta, pela Libertadores	sports
4595	Preleção de Dunga provocou jogadores a atuarem na seleção como nos clubes	sports
4596	"
		Maioria das classes A e B de São Paulo não vai à Olimpíada
		"	sports
4597	"
		Veja o que de melhor aconteceu na quinta (11) nos Jogos Olímpicos
		"	sports
4598	"
		Em partida emocionante, Brasil vence Suíça e avança à semi
		"	sports
4599	Torcedores e policiais entram em confronto novamente no Itaquerão	sports
4600	Queremos criar um fundo nacional de fomento, diz novo ministro do Esporte	sports
4601	Treino de classificação em Cingapura desaponta pilotos brasileiros	sports
4602	Marcelo Oliveira lamenta pontos perdidos para times do rebaixamento	sports
4603	Hoje na TV: Atlético-MG x Santa Fe (COL), pela Libertadores	sports
4604	Painel FC: Corinthians volta a negociar renovação de Guerrero em reunião na próxima semana	sports
4605	"Com resultado de Massa, Williams festeja fim dos ""altos e baixos"""	sports
4606	"
		Antes da final, Neymar veste camisa do Corinthians e clube faz brincadeira
		"	sports
4607	"
		Estádio olímpico, Engenhão vira 'ilha' reformada em bairro malcuidado
		"	sports
4608	A Bola de Ouro nas redes sociais	sports
4609	Sem chuva, Mercedes fica na frente no último treino livre em Suzuka	sports
4610	Santos tem 11 desfalques contra o embalado Fluminense	sports
4611	Opinião: Neste duelo, as tradições estão do lado alviverde	sports
4612	Infantino se solidariza com vítimas de terrorismo em estádio no Iraque	sports
4613	Baía de Guanabara varre lixo, mas segue problema para a Olimpíada	sports
4614	Com Bruno na arquibancada, Boa Esporte vence Araxá pelo Mineiro	sports
4615	Patrocinador do Palmeiras passa Ano Novo com Valdivia e quer meia	sports
4616	Com refinanciamento, dívida de clubes da Série A do Brasileiro cai 63%	sports
4617	Sem Guerrero, Flamengo derrota o Atlético-PR na estreia de Ederson	sports
4618	"
		Operação apura fraude de R$ 85 milhões em obra olímpica
		"	sports
4619	Cuca confirma Palmeiras com Tchê Tchê e Cleiton Xavier	sports
4620	Após 3 notas 10 com aéreos em 2015, Filipinho prepara novas manobras	sports
4621	São Paulo confia em boa fase contra líderes para clássico paulista	sports
4622	"
		Ministro da Educação de Portugal é assaltado no Rio após assistir a prova
		"	sports
4623	"
		Seleção olímpica de futebol estudou mais do que a média nacional
		"	sports
4624	Platini é muito próximo de Blatter, diz sul-coreano pré-candidato à Fifa	sports
4625	Criticado por substituições, Cristóvão lamenta jogo com 'muitos erros'	sports
4626	Corinthians se torna clube com mais sócios-torcedores do Brasil	sports
4627	Garcia desiste de tentar presidência do Corinthians e apoia Citadini	sports
4628	"Casado com palmeirense e mais de 700 jogos, corintiano vai à ""final"""	sports
4629	"
		Doping, lesões e critério técnico tiram astros dos Jogos Olímpicos
		"	sports
4630	Danilo ganha homenagem e quer título para terminar ciclo no clube	sports
4631	Hoje na TV: Água Santa x Palmeiras, pelo Campeonato Paulista	sports
4632	FBI recupera uniforme de Tom Brady que foi furtado após o Super Bowl	sports
4633	"
		'Chata' na marcação, volante Formiga iguala recorde de participação nos Jogos
		"	sports
4634	"
		Bolt conquista a nona medalha olímpica de ouro e iguala lendas do atletismo
		"	sports
4635	"
		Efetivo maior tenta amenizar falhas no plano de segurança da Rio-2016
		"	sports
4636	Modric e Bale desfalcam o Real Madrid em clássico na Liga dos Campeões	sports
4637	Ricardo Gomes planeja recuperar trio são-paulino agredido por torcedores	sports
4638	Blog da Seleção: Lucas Silva, o próximo jogador a ganhar chance na seleção principal	sports
4639	Mineirinho é derrotado por Fanning nos EUA e perde liderança do Mundial	sports
4640	"
		Com a presença de Dilma, Rio abre piscina da Olimpíada
		"	sports
4641	Ronaldo vai se encontrar com papa Francisco no Vaticano	sports
4642	Não é uma das situações mais felizes, diz Aranha sobre reserva no Palmeiras	sports
4643	Ex-presidente da Concacaf deixa prisão e dança em evento político	sports
4644	CBF vai coibir protestos políticos em Manaus durante jogo da seleção	sports
4645	São Paulo enfrenta luta mais equilibrada contra rebaixamento	sports
4646	Inglaterra fecha eliminatórias da Euro-2016 com 100% de aproveitamento	sports
4647	Corinthians enfrenta Guaraní para evitar perda de até R$ 21 milhões	sports
4648	Pena para torcida organizada afeta sócios-torcedores do Palmeiras	sports
4649	"
		França pede reforço na segurança de escolas e consulados durante Jogos
		"	sports
4650	Santistas exaltam vitória contra lanterna e pedem 'pés no chão' ao time	sports
4651	Com proteção no pé, Thiago Camilo é tri na Corrida do Milhão da Stock Car	sports
4652	Torneio sub-18 dá a jovens brasileiros chance de jogar Roland Garros	sports
4653	Del Nero tenta agradar governo e quer limitar seu mandato na CBF	sports
4654	Árbitro relata copo atirado em súmula, mas Palmeiras não deve ser punido	sports
4655	Como o futebol sobrevive ao Estado Islâmico	sports
4656	CBF desiste de recorrer de suspensão, e Neymar deixa delegação nesta 2ª	sports
4657	"
		El Comité Olímpico de Brasil celebra el desempeño de los atletas, pese a que la meta fijada no fue cumplida
		"	sports
4658	Vitória por 3 a 0 no clássico derruba três tabus palmeirenses de uma só vez	sports
4659	'Rei dos paulistas', Santos terá rival mais difícil na final da Copa do Brasil	sports
4660	Bayern, Real Madrid e Barça prestam tributo às vítimas de acidente aéreo	sports
4661	Patrocínio regride 15 anos e faz natação enxugar gastos e projetos	sports
4662	Hoje na TV: Borussia Dortmund x Liverpool, pela Liga Europa	sports
4663	Presidente do Corinthians veta Pato e diz querer festa contra o São Paulo	sports
4664	'O Santos precisa aprender a jogar sem o Ricardo Oliveira', diz Dorival Júnior	sports
4665	Rivaldo, filho e esposa renunciam, e empresários assumem o Mogi Mirim	sports
4666	Rio-2016 chega a 750 mil pedidos de ingressos em 24h	sports
4667	Por causa de vídeo, diretoria do São Paulo ameaça processar Henri Castelli	sports
4668	Manter o nível já é uma façanha, diz substituto de Bernardinho na seleção	sports
4669	Douglas Costa afirma que denúncia contra Neymar não afetará atacante	sports
4670	'Confio no meu taco', diz Ricardo Oliveira sobre contrato de rendimento	sports
4671	Peruanos velam mortos ao lado do Estádio Nacional, em Lima	sports
4672	Qatar bate Polônia e é 1º não-europeu a decidir Mundial de handebol	sports
4673	Lucca marca no final, Corinthians vence e pode ser hexa no domingo	sports
4674	Rosberg lidera de ponta a ponta e vence GP da Rússia; Massa é quinto	sports
4675	Mineirinho é eliminado da 3ª etapa do Mundial de surfe; Medina avança	sports
4676	Marlone torce o tornozelo e deve desfalcar Corinthians por até um mês	sports
4677	Fratus vai à semifinal, e Manaudou lamenta saída de Cielo dos 50 m livre	sports
4678	"
		Seleção argentina de futebol desembarca no Rio ao som de 'La Mano de Dios'
		"	sports
4679	Após perder Jadson, Corinthians anuncia contratação do meia Marlone	sports
4680	Greve de operários impõe ritmo lento a obras da Rio-2016	sports
4681	Com obras em andamento, reforma de Interlagos é aprovada por Ecclestone	sports
4682	Há quase um mês sem jogar, Neymar volta a treinar no Barcelona	sports
4683	Após paralisação, jogo do Santos na Copa do Brasil é retomado	sports
4684	Na estreia de Lucas Silva, Real Madrid vence Deportivo La Coruña em casa	sports
4685	Na final do Pan, EUA frustram vôlei feminino brasileiro mais uma vez	sports
4686	"
		Contraprova de ciclista brasileiro também dá positivo e punição pode ser de 4 anos
		"	sports
4687	Juiz aceita pedido de adiamento de Marin, que segue em prisão domiciliar	sports
4688	Discurso de Obama é interrompido com grito que parece 'Vai, Corinthians'	sports
4689	Mais iluminada geração francesa pós-Zidane tenta superar Ronaldo na Euro	sports
4690	Comissão de ética se mostra contra impeachment no Corinthians	sports
4691	Banco manterá patrocínio a Nasr mesmo se ele for barrado na Sauber	sports
4692	Bellucci cai para Ferrer na estreia em Pequim; Djokovic e Nadal avançam	sports
4693	Tenho a certeza que fiz a melhor escolha, diz Robinho	sports
4694	"Cuca coloca a faixa de campeão e cumpre ""promessa"" de 1992"	sports
4695	"
		Las aplicaciones de citas son un éxito entre los atletas de la Villa Olímpica
		"	sports
4696	Djokovic enfrenta Wawrinka e Nadal a Murray nas semifinais de Abu Dhabi	sports
4697	Por doping, atleta turca perde medalha de ouro nos 1.500 m de Londres-2012	sports
4698	Presidente do Corinthians rouba a cena e levanta a taça antes de Ralf	sports
4699	São Paulo desliga gerente próximo a Doriva, que diz estar tranquilo	sports
4700	Santos renova contrato do meia Renato, 36, até dezembro de 2016	sports
4701	"
		Boulevar reúne turistas e cariocas para assistir à abertura da Rio-2016 no telão
		"	sports
4702	"
		Com protestos à espera, tocha olímpica atrasa e muda de trajeto em Niterói
		"	sports
4703	EUA pedem extradição de Nicolás Leoz, ex-presidente da Conmebol	sports
4704	Ele não gosta de perder nem em treino, diz Daniel Alves sobre Messi	sports
4705	Nadal bate francês e volta a vencer um Masters 1.000 após quase 2 anos	sports
4706	Tevez marca, Juventus vence Milan e abre 10 pontos de vantagem na ponta	sports
4707	Cristiano Ronaldo desencanta, Real vence e abre vantagem na Champions	sports
4708	"
		A 100 dias dos Jogos, jornais estrangeiros falam em 'calafrios' e 'legado de lixo'
		"	sports
4709	Dunga defende mudanças na equipe e diz que tentou se aprimorar	sports
4710	Prefeitura do Rio deve R$ 50 mi de aluguel de terreno cedido à Rio-2016	sports
4711	Sauber perde para Van der Garde na Justiça e estreia de Nasr fica ameaçada	sports
4712	Falso alarme de bomba faz estádio ser esvaziado antes de jogo do Alemão	sports
4713	Ganso está fora contra o Corinthians; Luis Fabiano fica no banco	sports
4714	Rivais, Ponte Preta e Corinthians são parceiros	sports
4715	Três quartos dos ouros do Brasil no Pan não têm nível de pódio olímpico	sports
4716	Rodrigo Caio percebe desinteresse e diz que elenco vai 'lavar roupa suja'	sports
4717	Harden desperdiça bola no último segundo, e Warriors vencem outra	sports
4718	Dunga terá todos os convocados somente na terça-feira	sports
4719	Após derrota na estreia, Argentina busca reação contra o Paraguai	sports
4720	Com imprensa mexicana no São Paulo, Osorio surpreende e não dá entrevista	sports
4721	Bairro tenta se readaptar ao caos nos dias de partidas do Palmeiras	sports
4722	Americana de 18 anos ruma para façanha histórica em Kazan	sports
4723	Bayern vence, mas vê título alemão ser adiado com vitória do Dortmund	sports
4724	Austríaco vence o Aberto do Rio e ergue primeiro troféu na temporada	sports
4725	Com 4 brasileiros nas quartas, país garante pelo menos um semifinalista	sports
4726	Em Sochi, Rosberg é o mais veloz em treino interrompido por acidente	sports
4727	O melhor time de basquete de rua do mundo vem da Sérvia	sports
4728	CBF divulga tabela até a 21ª rodada do Brasileiro com 8 jogos às segundas	sports
4729	Doriva busca resultado inédito nos principais torneios que disputou	sports
4730	Mestre e pupila se enfrentam na final da Superliga feminina de vôlei	sports
4731	"
		Justiça do Rio decretou 76 prisões preventivas durante Olimpíada
		"	sports
4732	Real Madrid goleia e fica a um ponto do Barcelona no Espanhol	sports
4733	"
		Lutou e não baixou a cabeça, diz família de judoca brasileira em 5º lugar
		"	sports
4734	Presidente do Barça diz que antecessor é responsável por caso Neymar	sports
4735	Paraplégico após queda, atleta renasce e é destaque em Mundial paraolímpico	sports
4736	COI admite tomar medida contra Nuzman, preso nesta quinta-feira	sports
4737	Santos pede suspensão por 6 meses de Neymar por transferência ao Barça	sports
4738	Arsenal e Liverpool fazem jogo movimentado, mas ficam no 0 a 0	sports
4739	Hoje na TV: Portland x Los Angeles Clippers, pela NBA	sports
4740	Neymar e Ganso se reencontram pela primeira vez na Europa	sports
4741	Seleção uruguaia tomará medidas para se prevenir do vírus da zika no Brasil	sports
4742	"
		Veja na íntegra a carta de especialistas que pede adiamento dos Jogos
		"	sports
4743	Palmeiras coloca cicatriz no lugar do escudo em ação contra câncer de mama	sports
4744	"
		Bala certeira de atirador míope salva Brasil no primeiro dia da Rio-2016
		"	sports
4745	Serena Williams diz que volta ao tênis após a gravidez: 'não terminei ainda'	sports
4746	São Paulo sai na frente, mas cede empate em estreia no Paulista	sports
4747	Bayern vence e conquista o inédito tetra do Alemão por antecipação	sports
4748	Luis Fabiano e Alan Kardec são titulares no 1º teste do São Paulo	sports
4749	"
		Jamaicano é pego em reanálise de exame antidoping, e Brasil pode herdar bronze
		"	sports
4750	Após saída de Blatter, governo federal quer renúncia também na CBF	sports
4751	Brasil leva susto, mas vence Bélgica e avança à fase final do Grand Prix	sports
4752	Após vencer antipatia ao Pan, Toronto já quer Olimpíada	sports
4753	Duplas brasileiras continuam invictas no Mundial de vôlei de praia	sports
4754	Novo presidente da CBF presidia federação com dinheiro público	sports
4755	"
		Primeiros do Brasil a disputar Olimpíada no badminton saíram de favelas do Rio
		"	sports
4756	"
		Ataque da seleção brasileira é mais caro do que todo time da Alemanha
		"	sports
4757	Baixe o pôster do Santos campeão do Campeonato Paulista	sports
4758	Oposição acusa conselheiro de conflito de interesses para fiscalizar estádio	sports
4759	De virada, Atlético-MG vence Cruzeiro e vai à final do Campeonato Mineiro	sports
4760	"
		Ouro do Kosovo faz lembrar quem assiste aos Jogos que o país ainda pode existir
		"	sports
4761	Candidato à Fifa, Platini tenta se aproximar da 'periferia' do futebol	sports
4762	"
		Paraolimpíada, que começa em setembro, tem apenas 12% de ingressos vendidos
		"	sports
4763	Barcelona tentou impedir que Kaká premiasse Messi, diz jornal	sports
4764	Punição ao Palmeiras dá brecha para clube mandar jogos com estádio cheio	sports
4765	Ladrões tentam invadir casa de Di María na Inglaterra	sports
4766	Messi transformou Real em freguês em clássicos e pode chegar a gol 500	sports
4767	Rebaixado, Inter deve anunciar Antonio Carlos como novo treinador	sports
4768	Marcelo Oliveira confirma Gabriel Jesus como titular contra o Joinville	sports
4769	Corinthians fatura 3º título nos pontos corridos e iguala São Paulo e Cruzeiro	sports
4770	Não conseguirão me derrubar, diz Ibrahimovic sobre críticos franceses	sports
4771	Líbero Serginho usará camisa em tributo à Chapecoense na Superliga	sports
4772	"
		Fracassos na base farão seleção feminina de basquete ir para Jogos com veteranas
		"	sports
4773	Decisivo e boêmio, Douglas vence resistência e vira símbolo gremista	sports
4774	Messi faz gol, dá assistências e lidera vitória argentina sobre a Colômbia	sports
4775	Com festa e flores, Luxemburgo assume clube da 2ª divisão chinesa	sports
4776	Com gol de Luis Fabiano, São Paulo arranca empate contra o Corinthians	sports
4777	Verstappen vence GP da Malásia; Vettel chega na quarta colocação	sports
4778	Polícia divulga fotos de suspeitos de participar de ato racista em Paris	sports
4779	Federação Internacional de Tênis multa brasileiro por gesto racista	sports
4780	Tigres e River Plate empatam no primeiro jogo da final da Libertadores	sports
4781	Suspeito de mentir idade, jogador do Paulista some e clube deve ser punido	sports
4782	Palmeiras acerta contratação de Michel Bastos	sports
4783	Turner diz que compra TV aberta se clubes não encontrarem interessados	sports
4784	Hoje na TV: Copa do Mundo de rúgbi e NBA	sports
4785	Por tranquilidade e superstição, Audax retorna a CT em Sorocaba	sports
4786	Investigadores da Stock Car criticam condições de trabalho	sports
4787	"
		Sorteio do futebol faz Brasil só pegar Alemanha ou Argentina na semifinal
		"	sports
4788	Museu da Máfia em Las Vegas monta exposição sobre corrupção na Fifa	sports
4789	Pelé diz que era melhor que Messi: 'eu chutava com as duas pernas'	sports
4790	Rússia liderou casos de doping no esporte mundial nos últimos 2 anos	sports
4791	'O 7 a 1 foi merecido e necessário', diz Raí, ao completar 50 anos	sports
4792	Com início arrasador, São Paulo goleia na estreia da Copinha	sports
4793	"
		Abertura da Paraolimpíada terá de roda de samba a aplauso ao pôr do sol
		"	sports
4794	Renato Augusto inicia tratamento para jogar clássico com São Paulo	sports
4795	CBF define confrontos das quartas de final e cruzamentos da Copa do Brasil	sports
4796	Com Felipe Melo no banco, Palmeiras empata com o Atlético-MG em casa	sports
4797	Com dois de Luciano, Corinthians vence e encerra 1º turno na liderança	sports
4798	Para lateral, São Paulo precisa de tempo para se adaptar a três zagueiros	sports
4799	Para economizar, Rio-2016 negocia atraso na entrega de arenas	sports
4800	Com Leandrinho, Warriors vencem e 'varrem' os Kings	sports
4801	Imagem da crise, entrevista de Del Nero esconde patrocinadores	sports
4802	Empresários argentinos envolvidos no caso Fifa se entregam à Justiça	sports
4803	"
		'As críticas nos fizeram bem', diz zagueiro Marquinhos após classificação da seleção
		"	sports
4804	Fifa é mais influente do que qualquer país ou religião, diz Blatter	sports
4805	Falta de planejamento pode levar Inter ao seu primeiro rebaixamento	sports
4806	Dirigente do Corinthians diz que eliminação em 2015 foi mais dolorosa	sports
